origin_warehouse,destination_store,product,truck_identifier,shipment_date,on_time,product_quantity,driver_identifier
485c41d0-e51e-4053-bc2a-0813573e3040,8d8f03b0-c722-4b9a-8299-304d14b165b4,coffee,27385858589,2021-02-28,True,57,34044328743
7d28a9a8-b489-4bac-9c69-31f19cd77242,0e98bc1e-bae7-4406-9397-b2942a4925d7,pinatas,56535092677,2019-03-04,True,15,74610664340
a24e800c-280c-4f01-b93f-223f8b5c3ab4,5d59fc78-d769-44b3-a97d-023afe8391c4,balloons,52669579634,2020-12-08,True,39,44416896917
b5515a41-9dd3-482a-8123-a5e0493ab519,9a3edb64-d36d-464f-b170-820cb08e778a,kitchen reovation supplies,20114729447,2016-06-03,True,79,60784668089
4e0ac1fc-a82d-41df-8e17-be6095a4b243,66524f9e-c055-472d-8014-097c7e07bead,snakes,27375067564,2018-03-14,True,22,65450684179
53f9f5e7-8676-453f-b5b5-e0c64ce22e87,0ce84b56-610a-4681-a43b-f72c47022887,grills,84563040359,2018-12-26,False,92,43509787882
0121ff1a-2573-4a10-bf89-a997492e487d,3c6611ae-ef27-49e0-9b9b-792c1ac32893,balloons,89081062314,2020-05-27,True,44,59923491785
35a47398-49c1-4157-aba4-6da147f6d099,76628152-4e2d-410e-acb1-e46008aeb74d,alternators,52703317298,2016-12-10,False,67,54507823556
b5477634-5b45-433c-b180-bbe1b598292e,9bf235c7-e9e8-401e-ade3-f8d407b7164c,baby food,74659400375,2019-12-18,False,76,67411156625
650dce29-e235-4f83-8727-82943bc1167c,b7151f0c-fe1d-4fcd-8328-c2c670d604f4,video games,69818939382,2017-01-08,False,35,69830418090
cdc81c39-57fa-4839-b98d-522843afe7ae,1661e280-3736-4790-80f9-ee39fcbd59aa,paint,24198285197,2018-02-26,True,38,45976864602
d1b35cc0-ab6d-4771-8b67-b40f844ee212,6977fa96-8889-4084-9349-511f38123913,deoderant,11387447431,2021-01-02,False,65,86979584529
a62e6a52-ee74-4887-bd74-9e5573a17826,6dfb0fae-f3b1-46e3-bcd3-b6a4b7017e88,patio chairs,68555361855,2018-04-15,True,68,63853905643
17c5e513-69b5-45b9-a751-201e791f3db9,09acb638-8e67-4472-abc7-35e31062e7bc,motor oil,60275294364,2018-07-17,False,49,20040924266
dffe4b31-cc1e-4e9f-83d0-68058f209abf,1116deb6-ea90-45c8-b7f9-fddf99c29060,carniverous plants,27933663316,2016-09-12,False,63,19980941280
c4717d93-0a35-406f-9115-b2596a557bf4,fd14bb44-70c8-45b8-b64c-7149746b0d91,candles,87359546037,2021-05-03,True,42,15137874176
afb49437-b9c5-4983-be73-28ac5ae9fdaa,afadec42-7b05-4ce0-82e4-cefcad093dc0,sewing machines,35673936500,2017-08-14,True,86,78636999494
c33b9bc6-ecbf-4124-8c08-315bddda69c0,f4e61975-c666-47bf-ad6c-e12a58eb8742,pets,79019478209,2019-01-16,False,59,27993903856
e6a73805-7f92-411a-8990-1d692c00c1b5,11e2daba-00ad-45aa-b6d2-216264a6c861,board games,61058408550,2017-07-29,False,24,28487401351
42bbbc0c-95b7-4797-a115-3b58a475b3cb,5ae7e8ea-d6db-47c2-a892-2fb99451991a,blankets,66105668756,2018-03-07,False,84,80454499885
0a944941-4f48-4a7d-8ac2-f3656f08cec4,3ca52eba-0fc3-4ef0-933e-d11e44d24d77,toys,77676583881,2020-11-17,True,74,76202138207
8dc765b8-a0c5-405d-a69a-6f6c78ff9d54,9a2f18c2-293d-413d-b02f-054c164d6582,shoes,82523663654,2021-01-08,True,20,19868408544
3a456a8c-7678-43c1-9213-adb84da92283,8a374278-c139-49f4-8de6-b1cee528cd48,video games,79772500061,2019-11-24,True,72,32587948370
7b9537d3-2ce4-475e-a432-91b52a904337,7bb834b6-1026-4df4-b4a4-e3124758adbb,books,56213476479,2016-10-20,False,12,70185729664
45270cf5-16cb-401c-8eff-15b2be7ffbb7,a29999d7-ee7a-47c4-9f92-89fba1352651,fishing poles,26730505227,2020-04-24,True,98,75149012924
1bd6af48-29eb-4537-a1da-065647f7db19,c77a80dc-6d6e-42f8-8ce4-6a0cecc2f753,aquariums,50273441123,2017-10-25,False,64,59100430604
406af684-6926-4d0f-bd89-1f3034949f46,aed1d511-f860-40de-ab17-02e46279fa0d,magazines,82380543225,2018-03-19,False,65,68426087755
43a3082c-e278-4dd4-ade6-537182fd3816,453b3fab-b664-438b-b298-cd003917a9d0,deoderant,76717215148,2019-01-15,False,72,78425625089
91c416eb-7ebb-4ef9-b309-2eee8a9a66a3,708da5be-3810-47b1-8b4a-6dc799a73365,hydroponic equipment,84983263640,2017-12-29,False,78,28328471429
8f0bb8fb-3e19-4923-9900-975a78747522,d5944376-a12e-4c06-93e2-ad4f00ad0b87,fabric,38501252410,2020-08-28,True,86,74852500561
b93abca5-58b2-4cf5-be33-37706548a0e1,f680428c-dd42-41f4-9cb3-2d75e061f28f,fruit,88006776503,2016-02-21,False,46,51416996782
a4ef681e-b27c-4e3c-a6f5-82b7d7ec889d,2ac9b066-aba6-4a24-9739-6030a15b316c,snakes,38596873710,2020-03-27,True,82,51637522532
8c6b890b-21f4-4d2e-8beb-95e560d7e2dd,ce3b8533-b43f-4ba6-8bcc-eb99fd6debd2,yarn,85867677434,2018-04-25,True,53,48797818045
a1b280df-a8a2-4bb2-84c1-47501dba6c0b,ec80ce99-5392-4209-964e-92e32debbb0d,pets,82272375140,2016-09-09,True,25,80637066638
5383a2c0-46ed-42a8-9ed5-d916c3cbec7b,a7469b9d-5cc5-4202-8784-19939f18f8bb,pets,69958365616,2017-11-28,True,42,27890163847
804a4c8a-0187-4089-b550-b4b5e323e44b,89f3d0d5-16ec-4793-88b1-b81367ad36bb,baby food,81769364200,2016-04-25,False,76,32259329444
e5a846b9-a38f-43ba-8ca8-24759a94327a,7b3cb80c-25d6-4e57-92a6-5f4ac93a767b,calculators,64168230600,2017-01-02,True,90,37474874383
26b0dd10-4747-454a-9b8b-cf7aafcad5a1,7d88e972-de66-4874-90b3-2d51f8dcc4a2,shoes,43254543523,2017-10-11,True,74,78097728316
59acae5a-8a79-4286-80ad-5a510dbdb254,29190af8-3873-42fc-bdaf-ce87f3598c1d,yoga mats,27207608373,2016-06-09,False,37,77290989261
00537df0-ff83-4b7b-a307-3f2a1a616147,32cbf753-db9a-43d1-8380-fc9dde964f48,camping equipment,70632162691,2017-05-21,False,48,57996260331
ea2d17df-e673-45b8-ae4a-45d095d0af01,39ad14d0-a3c4-4020-9bec-2d08cf954fbe,sewing machines,52573085695,2019-08-27,True,75,35554277064
6b2fcc74-b718-468c-960b-bbbff7d10eaf,c7f60756-ad0c-4ef3-838b-7e66742d1c04,snacks,85103377857,2016-12-29,True,67,16029075064
c5bc0209-e1b6-4138-8eb0-503e6187cfcb,73a1bffa-80bb-4ff6-aabd-1d731915e3c4,windows,34574385288,2021-02-08,False,69,38900448778
e04f2346-c55c-4ea2-807a-1cc3b9a2dc6f,a68c63a0-39c4-4bd8-9a48-2983ed4c0311,books,30612620591,2017-11-25,True,35,55168507866
20aa47df-8913-4e3d-9437-4c2a10e4bd57,5dab1f3a-f4e9-4a68-8bf6-1c40a8f05407,bikes,37571375333,2021-05-16,False,69,68429671358
284f2860-e32c-4876-8143-abb61ab91a78,b39dabfc-77bd-4650-a20e-c9ddbe64e4f1,snakes,18508779616,2017-05-12,True,57,10127656658
6276ce55-2425-4a6d-a8fe-d9fa06a4d963,eb36439d-4006-40f9-8f86-c71baa0d08aa,yoga mats,88007050243,2021-02-05,False,81,68686623671
95ee130e-2eac-421a-99ba-f3e4c8841c9c,348c314a-8638-4cb0-ad80-8a44b35bedd8,alternators,86619994861,2016-03-13,False,40,37119187147
2566f494-f1ed-4e82-ac76-312231a18981,57debfac-3cf3-4cc5-a997-bb78d1232af9,calculators,65017702320,2018-06-02,True,67,88143619249
741505d4-ee34-4c4d-a059-9beaec796236,81efed10-5a27-4fb1-9649-594df63eaad7,baby food,23987008963,2020-01-10,False,89,17591679276
2605469d-da16-41e0-acce-d9e7ce95c613,9d6a7166-fcdd-4e21-9bba-9e1ede39becd,coffee,67518576166,2017-01-01,True,79,50517466923
5e931373-fe15-45ed-9b7f-87561935ae0e,6870b512-3a58-4118-8091-c24e55f76455,alternators,12964134960,2021-01-31,True,19,22005617235
1adbdd16-9840-4678-b5b3-48c1f7738b2d,d08ff0a8-688b-417b-a674-811e2b5932d7,coffee,79055650913,2016-02-27,False,84,44553907072
c1820e5c-f657-4ad1-b78f-5aa3a2621fc1,8d6fbc99-a77b-4fab-8b30-781d98cdfff5,laptops,23618140801,2019-10-29,True,11,23817634232
f2850713-5b59-4577-b797-8938621c1d7e,ee7248a6-7734-4db9-bd4e-dc9bb22c2fe4,yarn,31206026323,2021-06-17,True,39,38596508074
79327990-d8aa-485e-a912-3b5b75031c9e,5951fbf5-8f74-4767-86e9-202294b2b8f8,pillows,65115401974,2016-02-17,True,17,40886322523
273ae745-2dab-4ac4-b267-842426544063,2cf1c861-7bf4-47e5-b84c-ad54238b93fa,skis,26604739384,2016-02-24,False,97,80353733220
7eb41208-7329-4679-bb02-2ec40b875a01,a8dce55d-7903-4427-b826-42e438e79c78,fishing poles,83659383495,2020-10-26,False,36,43720848036
82093dab-2924-4ff3-9709-db0a813aa70c,0ceea36a-62d1-4155-a20c-1cf416649fdb,balloons,74631244547,2019-08-17,False,31,61369751539
1c0e1ac8-00ce-43a5-91f7-023cd6aadb7f,ca5a7245-36a2-48fd-8e8f-885c4716d170,snakes,58201359499,2017-09-17,False,99,76209006813
3d828681-efe0-4114-a167-79ba9e087123,002021af-9f05-4f08-b3a6-e15f22533313,animal masks,80931207746,2019-12-09,False,39,77453144611
9ec696c2-9332-4d14-b9d7-89ec649c5c22,515e30ef-e32d-49d3-915e-2de26e1c6a99,pencil sharpeners,15135838436,2017-06-30,False,21,78461229867
773105d9-0ed2-4fe6-ae67-4117d833668c,ebdeb31a-d26c-4fdf-a4b8-296137761a57,carniverous plants,89806679440,2017-01-16,False,67,43391900931
bcdd7d98-7e0d-4d4d-9e26-92260a2114ee,02c3421b-e200-4299-8009-ded226c1b655,patio chairs,67936144917,2020-10-13,False,65,17092503098
3580878f-cca4-431a-a0e8-7ebed9cc6917,f76088f0-fdc3-4646-a94a-5d9ab8b1ffec,snacks,63498798448,2021-03-24,True,42,19600835374
30322d1a-1b11-45b3-9239-5431cd7145f6,5b73c86d-f6c7-42ce-86c9-594770773c48,body wash,15231959892,2021-04-11,True,66,52216883344
4a067a6f-cae6-4a75-82ac-4ca31422aa07,2815369c-47b8-4bc4-89ba-6f15e98b93e1,camping equipment,35186133321,2018-08-12,True,19,30224119942
f6d9ab53-905c-46f2-bd77-6d8d454dbd8b,552949a5-2f0f-4046-a9b9-6fc738a7d736,motor oil,82099129114,2018-09-16,True,26,16830458070
419b5c79-54f1-411c-88d2-3111bf556a87,966879ac-7a17-4320-bb19-812b5d72cfa2,furniture,58179484579,2021-04-23,False,27,77692898526
58cf387e-25be-4a6e-8a45-a0c7a4b808cb,8848f91a-7322-48c8-b0f5-b579fcf22eb0,pets,27299030215,2019-02-27,True,55,39677056681
8050e51b-aae3-4b95-8f56-7f4c77fc9d47,bb4b3b67-4ecf-46b6-b52f-77e4cc53a3a1,toys,57115521861,2019-05-06,False,79,13859669138
67b820ef-2d6a-4f35-b5ec-e2f07c1acfe4,824e4c0b-e050-4a8c-ad80-e20f7330889b,windows,77289457847,2016-10-04,True,56,30747047662
72a90eb6-6ddb-4d54-8e03-06a1c09ad802,223ae712-2257-4865-a19e-c5384d683409,pillows,84166789002,2018-05-25,True,92,53497104508
1d9cf98e-e682-4e5a-a54d-10a9b6e5d8b2,2c2e3b24-3e6f-47d2-8cd0-1a24d3f5001d,pillows,39309472645,2018-12-02,False,36,41082036853
5837715a-c1b1-4870-90a1-cb5f1e0a9018,ce73d870-501e-4161-bd7e-546c99b03216,fabric,50614201941,2016-02-11,True,17,12680144315
84915c98-7086-45f8-8d48-7d80fd79b7c4,339be4a1-3cde-4c72-9c6f-68c3f5114649,grills,81002171884,2020-07-28,True,72,88033171322
7b5c1b5e-7b13-46ac-a8ca-c74bad4ef51c,2f2bb41b-1a03-4221-a33e-f70ec56c1029,patio chairs,53144687337,2020-02-23,False,58,72419725461
ce290851-0672-4b1b-8144-cb2ba0fc422e,83a34865-f3ee-49fe-b505-5e13dc6d4e63,video games,55211640136,2018-03-30,True,16,14625808687
0bbf8aa7-f0f5-449a-aedb-d9d2d97d6db0,1c673553-88bf-472c-9ae4-88d80917479a,candles,41334542893,2019-10-10,True,24,13044457385
